Locality,Latitude,Longitude,Unit,Plane Type,strike,dip,altitude (m)
5-14-19-11,32.880281,104.262703,D,Bedding,268,75,3179.253975
5-14-19-11,32.880544,104.264639,D,Bedding,164,35,3179.783272
5-14-19-11,32.880546,104.26465,D,Bedding,183,31,3180.438301
5-14-19-11,32.880547,104.264652,D,Bedding,161,33,3179.728828
5-14-19-11,32.880426,104.264609,D,Bedding,46,68,3195.120918
5-14-19-12,32.777357,104.325044,Pt,Bedding,64,50,2451.409195
5-14-19-12,32.777379,104.325152,Pt,Bedding,70,51,2467.471939
5-14-19-12,32.780817,104.320798,Pt,Bedding,66,60,2433.277157
5-14-19-12,32.780675,104.320341,Pt,Bedding,95,60,2428.902401
5-14-19-12,32.780772,104.320538,Pt,Bedding,78,59,2435.646786
5-14-19-12,32.784003,104.318062,Pt,Bedding,72,64,2488.02911
5-14-19-12,32.78395,104.318507,Fault,Fault,55,69,2482.979794
5-14-19-12,32.783979,104.318498,Fault,Fault,60,69,2447.494198
5-14-19-12,32.783961,104.318414,Fault,Fault,80,69,2477.627743
5-14-19-12,32.784011,104.318459,Fault,Fault,62,66,2472.748837
5-14-19-12,32.784035,104.318449,Fault,Fault,64,68,2465.28204
5-14-19-12,32.783551,104.318697,Pt,Bedding,77,62,2442.024227
5-14-19-12,32.78219,104.317806,Fault,Fault,69,50,2448.849667
5-14-19-12,32.782787,104.318428,Fault,Fault,61,39,2480.68951
5-14-19-12,32.782828,104.318433,Fault,Fault,58,49,2482.734921
5-14-19-12,32.783178,104.318542,Pt,Bedding,64,48,2486.058895
5-14-19-12,32.782154,104.317454,Fault,Fault,84,82,2551.34454
5-14-19-12,32.783293,104.318875,Pt,Bedding,75,55,2479.84869
5-14-19-12,32.785979,104.31734,D,Bedding,93,73,2508.776669
5-14-19-12,32.786107,104.317224,D,Bedding,85,54,2515.960995
5-14-19-12,32.786121,104.317251,D,Bedding,82,45,2512.881893
5-14-19-12,32.790331,104.315055,D,Bedding,114,53,2532.624325
5-14-19-12,32.79032,104.315232,D,Bedding,92,50,2520.414608
5-14-19-12,32.790392,104.315387,D,Bedding,101,34,2488.992489
5-14-19-12,32.796691,104.311206,D,Bedding,76,82,2590.838436
5-14-19-12,32.796685,104.311204,D,Bedding,262,89,2589.007381
5-14-19-12,32.799182,104.31027,D,Bedding,85,75,2628.172909
5-14-19-12,32.799139,104.310221,D,Bedding,81,79,2629.899227
5-14-19-12,32.801904,104.307127,D,Bedding,82,73,2692.317928
5-14-19-12,32.802048,104.307041,D,Bedding,88,57,2688.700985
5-14-19-12,32.804445,104.304488,D,Bedding,90,79,2726.800594
5-14-19-12,32.804442,104.304459,D,Bedding,98,86,2723.601131
5-14-19-12,32.806131,104.303189,D,Bedding,92,86,2757.849911
5-14-19-12,32.806091,104.303195,D,Bedding,85,73,2765.094296
5-14-19-12,32.806042,104.303128,D,Bedding,269,83,2766.770077
5-14-19-12,32.805982,104.303069,D,Bedding,82,87,2794.452206
5-14-19-12,32.808718,104.302139,D,Bedding,223,29,2766.766415
5-14-19-12,32.808609,104.301972,D,Bedding,231,28,2764.494686
5-14-19-12,32.811817,104.300587,D,Bedding,79,74,2787.225155
5-14-19-12,32.811871,104.300534,D,Bedding,77,77,2787.113094
5-14-19-12,32.811887,104.300496,D,Bedding,71,49,2785.928768
5-14-19-12,32.817475,104.297957,D,Bedding,244,83,2809.821491
5-14-19-12,32.81747,104.297907,D,Bedding,238,75,2810.327595
5-14-19-12,32.82336,104.298383,D,Bedding,71,83,2839.176983
5-14-19-12,32.823363,104.298394,D,Bedding,69,83,2838.610554
5-14-19-13,32.763319,104.317224,S,Cleavage,285,83,2258.106216
5-14-19-13,32.76343,104.317359,S,Cleavage,278,83,2262.288834
5-14-19-13,32.763409,104.317377,S,Cleavage,301,83,2265.92897
5-14-19-13,32.763371,104.317336,D,Bedding,284,60,2265.038589
5-14-19-13,32.76393,104.31794,D,Bedding,260,35,2282.309586
5-14-19-13,32.76396,104.31794,D,Cleavage,31,82,2286.178482
5-14-19-13,32.764078,104.317963,D,Bedding,267,62,2266.333511
5-14-19-13,32.76413,104.318049,D,Bedding,259,41,2273.131607
5-14-19-13,32.764082,104.318326,Pt,Bedding,314,22,2283.479019
5-14-19-13,32.76489,104.318042,Pt,Bedding,313,21,2277.194031
5-14-19-13,32.76493,104.317978,Pt,Bedding,301,27,2277.675571
5-14-19-13,32.774644,104.323596,Pt,Bedding,82,81,2376.570572
5-14-19-13,32.774597,104.323607,Pt,Bedding,94,79,2375.427994
5-14-19-13,32.774616,104.323614,Pt,Bedding,85,85,2372.930679
5-14-19-13,32.774522,104.323449,Pt,Bedding,267,84,2381.160172
5-14-19-13,32.774521,104.323448,Pt,Bedding,255,83,2387.360611
5-14-19-14,32.757571,104.31025,S,Bedding,271,65,2174.900162
5-14-19-14,32.757586,104.310255,S,Cleavage,93,81,2173.507095
5-14-19-14,32.757411,104.309799,Fault,Fault,91,86,2171.512955
5-14-19-14,32.757262,104.309386,Fault,Fault,88,87,2280.075943
5-14-19-14,32.757635,104.310196,S,Bedding,101,81,2171.164566
5-14-19-15,32.75469,104.309738,Fault,Fault,84,59,2145.414322
5-14-19-15,32.754653,104.310033,Fault,Fault,271,80,2145.656265
5-14-19-15,32.754507,104.3099,S,Cleavage,89,74,2142.988541
5-14-19-15,32.754554,104.309888,S,Bedding,279,77,2147.615005
5-14-19-15,32.754447,104.309719,Fault,Fault,268,74,2146.00441
5-14-19-15,32.754296,104.309547,Fault,Fault,91,67,2150.50856
5-14-19-15,32.754225,104.309408,Fault,Fault,282,88,2149.071548
5-14-19-15,32.753886,104.310302,Fault,Fault,97,78,2142.773682
5-14-19-15,32.754538,104.309973,Fault,Fault,27,74,2142.614517
5-14-19-15,32.754533,104.30999,Fault,Fault,183,83,2140.928238
5-14-19-15,32.754533,104.30999,Fault,Fault,178,82,2140.928238
5-14-19-15,32.754524,104.30995,Fault,Fault,9,77,2139.862808
5-14-19-15,32.75452,104.309936,Fault,Fault,12,79,2143.147964
5-14-19-15,32.754516,104.309938,Fault,Fault,18,74,2143.344498
5-14-19-15,32.75454,104.309972,Fault,Fault,2,63,2141.300308
5-14-19-15,32.754543,104.309945,Fault,Fault,13,59,2143.996841
5-14-19-15,32.754515,104.30991,Fault,Fault,23,61,2144.913345
5-14-19-15,32.754493,104.309954,Fault,Fault,9,54,2147.21608
5-14-19-15,32.754712,104.309982,Fault,Fault,83,74,2127.677004
5-14-19-15,32.754654,104.309928,Fault,Fault,97,73,2127.584488
5-14-19-15,32.75462,104.309886,S,Cleavage,91,79,2141.206241
5-14-19-16,32.749959,104.312154,S,Cleavage,270,89,2100.59816
5-14-19-16,32.749911,104.312179,S,Cleavage,78,86,2099.663345
5-14-19-16,32.752377,104.309614,S,Cleavage,89,85,2132.100113
5-14-19-16,32.752431,104.309638,S,Cleavage,276,89,2126.732681
5-14-19-16,32.752408,104.309681,S,Cleavage,97,84,2128.839859
5-14-19-16,32.752431,104.30975,S,Bedding,21,21,2131.261002
5-14-19-17,32.743038,104.317309,S,Bedding,97,85,2087.92189
5-14-19-17,32.743071,104.317338,S,Bedding,97,83,2089.497574
5-14-19-17,32.743091,104.317236,Fault,Fault,98,79,2089.007095
5-14-19-17,32.743093,104.317222,Fault,Fault,104,83,2089.63649
5-14-19-17,32.743094,104.317205,Fault,Fault,102,84,2088.301773
5-14-19-18,32.739978,104.325472,S,Bedding,69,62,2062.943863
5-14-19-18,32.739891,104.325554,S,Bedding,71,62,2065.291519
5-14-19-19,32.735313,104.343061,S,Bedding,28,62,2035.725591
5-14-19-19,32.735297,104.343051,S,Bedding,21,60,2035.379641
5-14-19-20,32.718535,104.367658,Fault,Fault,287,81,1914.467789
5-14-19-20,32.718625,104.367929,Fault,Fault,258,79,1908.979996
5-14-19-20,32.718593,104.367922,Fault,Fault,269,77,1909.901871
5-14-19-20,32.718612,104.367961,Fault,Fault,312,79,1908.291519
5-14-19-21,32.717512,104.369911,S,Foliation,261,89,1914.699722
5-14-19-21,32.717592,104.369785,S,Joint,35,43,1906.468033
5-14-19-21,32.717528,104.369706,Fault,Fault,304,84,1905.534927
5-14-19-21,32.717416,104.369757,Fault,Fault,298,85,1904.354752
5-14-19-21,32.717272,104.369702,Fault,Fault,297,76,1897.731461
5-15-19-1,32.41382,104.525898,Fault,Fault,83,75,892.117317
5-15-19-1,32.413692,104.525772,Fault,Fault,83,74,895.673225
5-15-19-1,32.413706,104.525634,Fault,Fault,100,64,903.75074
5-15-19-1,32.4137,104.525822,S,Bedding,84,86,897.259895
5-15-19-1,32.411613,104.522069,S,Foliation,131,84,878.305171
5-15-19-1,32.411603,104.522044,S,Foliation,129,79,878.59609
5-15-19-1,32.411561,104.522006,S,Foliation,15,89,876.104866
5-15-19-2,32.41932,104.524354,S,Foliation,120,72,891.425179
5-15-19-2,32.419324,104.524371,S,Foliation,107,72,885.689339
5-15-19-2,32.41934,104.52436,S,Foliation,120,80,890.251228
5-15-19-3,32.420821,104.525201,Fault,Fault,59,77,888.193594
5-15-19-3,32.420821,104.525201,Fault,Fault,54,89,888.193594
5-15-19-3,32.420974,104.525225,D,Bedding,84,61,889.338299
5-15-19-3,32.420466,104.525036,Fault,Fault,87,70,886.177254
5-15-19-3,32.420463,104.525017,Fault,Fault,79,64,887.067268
5-15-19-3,32.420463,104.525017,Fault,Fault,92,72,887.067268
5-15-19-3,32.420463,104.525017,Fault,Fault,77,72,887.067268
5-15-19-3,32.420464,104.525021,Fault,Fault,82,73,888.317146
5-15-19-3,32.420483,104.525022,D,Bedding,83,80,890.647835
5-15-19-3,32.420493,104.524972,D,Bedding,89,82,890.568977
5-15-19-3,32.420667,104.525,D,Bedding,77,76,890.946297
5-15-19-3,32.420603,104.525045,D,Foliation,77,68,890.159798
5-15-19-4,32.425016,104.52569,D,Bedding,109,74,914.280647
5-15-19-4,32.424554,104.525835,D,Bedding,95,81,882.562263
5-15-19-5,32.44179,104.534116,S,Foliation,91,67,895.249031
5-15-19-5,32.441771,104.534112,S,Foliation,87,64,894.315315
5-15-19-5,32.441766,104.53415,S,Bedding,83,62,889.61219
5-15-19-6,32.451774,104.530847,S,Foliation,109,57,911.488411
5-15-19-6,32.451417,104.530369,S,Bedding,112,59,911.029182
5-15-19-6,32.451247,104.530347,S,Bedding,112,61,890.318489
5-15-19-7,32.466596,104.523984,S,Bedding,106,50,882.709846
5-15-19-7,32.46636,104.523585,S,Foliation,117,51,939.234138
5-15-19-7,32.466365,104.523341,S,Foliation,90,53,933.213997
5-15-19-7,32.466391,104.523335,S,Foliation,100,51,933.120613
5-15-19-8,32.479095,104.537974,Pt,Bedding,125,51,940.908577
5-15-19-8,32.479018,104.537468,Pt,Bedding,107,52,930.722786
5-15-19-8,32.478759,104.537856,Pt,Bedding,102,47,938.998421
5-15-19-8,32.478715,104.537857,Pt,Bedding,83,63,934.630745
5-15-19-9,32.501913,104.536657,Pt,Bedding,85,64,971.669201
5-15-19-9,32.501813,104.536561,Pt,Foliation,94,64,967.799639
5-15-19-9,32.50178,104.536521,Pt,Foliation,90,65,968.656994
5-15-19-9,32.501748,104.536716,Pt,Bedding,81,58,961.821541
5-15-19-10,32.512363,104.5384,Pt,Foliation,90,49,998.616589
5-15-19-10,32.512286,104.538495,Pt,Foliation,90,56,991.850719
5-15-19-10,32.51231,104.538584,Pt,Foliation,97,41,995.750134
5-15-19-11,32.546548,104.55525,Pt,Bedding,100,36,1135.839123
5-15-19-11,32.546456,104.555081,Fault,Fault,88,80,1137.773693
5-15-19-11,32.546337,104.555395,Fault,Fault,89,85,1139.484509
5-15-19-11,32.545932,104.554402,Pt,Bedding,83,50,1108.099499
5-15-19-11,32.545997,104.554388,Pt,Bedding,103,51,1107.852062
5-15-19-11,32.54182,104.554186,Pt,Foliation,107,49,1112.114758
5-15-19-11,32.541623,104.55406,Pt,Foliation,95,41,1098.325439
5-15-19-11,32.541594,104.55405,Pt,Foliation,111,45,1083.837414
5-15-19-11,32.541605,104.554147,Pt,Foliation,109,43,1083.040295
5-15-19-12,32.570639,104.552835,Pt,Foliation,63,41,1156.676891
5-15-19-12,32.570736,104.552469,Pt,Foliation,76,38,1144.644421
5-15-19-12,32.570757,104.552442,Pt,Foliation,63,38,1145.604748
5-15-19-13,32.602336,104.524295,Pt,Foliation,65,46,1244.559017
5-15-19-13,32.602396,104.524307,Pt,Foliation,65,47,1238.287655
5-15-19-14,32.613761,104.504456,Pt,Foliation,62,41,1311.062435
5-15-19-14,32.613768,104.504436,Pt,Foliation,59,41,1312.053524
5-15-19-14,32.613736,104.504444,Pt,Foliation,71,39,1315.771786
5-15-19-15,32.652075,104.462393,Pt,Bedding,38,69,1425.547563
5-15-19-15,32.652053,104.462388,Pt,Bedding,41,71,1429.472206
5-15-19-15,32.64304,104.476182,Pt,Foliation,78,37,1401.515124
5-15-19-15,32.643079,104.476164,Pt,Foliation,92,48,1407.423378
5-15-19-16,32.658181,104.45794,Pt,Foliation,75,52,1458.434364
5-15-19-16,32.658181,104.45794,Pt,Foliation,82,61,1458.434364
5-15-19-16,32.658105,104.457786,Pt,Foliation,80,62,1445.847939
5-15-19-16,32.658092,104.457674,Pt,Foliation,73,58,1446.711708
5-15-19-16,32.658103,104.45765,Pt,Foliation,39,57,1448.288979
5-15-19-17,32.668052,104.446181,D,Foliation,227,5,1482.711952
5-15-19-17,32.667534,104.445533,D,Foliation,196,9,1494.678017
5-15-19-18,32.677121,104.434662,D,Bedding,69,23,1501.862709
5-15-19-18,32.676348,104.435414,Fault,Fault,70,36,1503.985268
5-15-19-18,32.676372,104.435406,Fault,Fault,96,41,1512.987709
5-15-19-18,32.676394,104.435413,Fault,Fault,102,29,1510.424599
5-15-19-18,32.67616,104.435049,D,Bedding,59,32,1475.667519
5-15-19-18,32.675476,104.436228,D,Bedding,58,18,1494.325844
5-15-19-18,32.675475,104.436147,D,Bedding,53,23,1508.830482
5-15-19-18,32.675657,104.43618,D,Bedding,37,31,1513.811928
5-15-19-20,32.754679,104.297033,S,Foliation,267,18,2135.695583
5-15-19-20,32.754762,104.297138,S,Foliation,281,27,2135.288357
5-15-19-20,32.753313,104.30782,S,Foliation,85,78,2121.926041
5-15-19-20,32.753313,104.30782,S,Foliation,85,79,2121.926041
5-15-19-20,32.753282,104.307722,S,Foliation,91,73,2117.584
5-15-19-21,32.771163,104.251789,S,Foliation,326,43,2235.0574
5-15-19-21,32.770888,104.251763,S,Foliation,334,47,2234.686062
5-15-19-21,32.767567,104.253297,S,Foliation,153,74,2222.832546
5-15-19-21,32.767524,104.253256,S,Foliation,138,73,2203.073269
5-15-19-21,32.768271,104.253953,S,Foliation,125,72,2196.020535
5-15-19-21,32.768304,104.253939,S,Foliation,121,66,2179.455837
5-15-19-21,32.768729,104.255652,S,Foliation,147,84,2186.795681
5-15-19-21,32.769297,104.256675,S,Foliation,151,85,2192.48883
5-15-19-22,32.776084,104.251455,S,Bedding,351,50,2284.431667
5-15-19-22,32.776081,104.251484,S,Bedding,13,36,2270.800564
5-15-19-22,32.776087,104.251474,S,Bedding,8,43,2265.290798
5-15-19-22,32.781316,104.248707,Fault,Fault,342,88,2325.198757
5-15-19-22,32.781511,104.249451,Fault,Fault,348,79,2249.27615
5-15-19-22,32.781153,104.249071,Fault,Fault,6,77,2345.484402
5-15-19-22,32.781134,104.24912,Fault,Fault,355,88,2346.899441
5-15-19-22,32.781027,104.249173,Fault,Fault,342,85,2356.643581
5-15-19-22,32.781019,104.249141,Fault,Fault,335,79,2348.997585
5-15-19-22,32.780946,104.24855,Fault,Fault,333,81,2341.215603
5-15-19-22,32.781584,104.249634,D,Bedding,163,78,2297.626003
5-15-19-22,32.781572,104.249615,D,Bedding,163,89,2325.273952
5-15-19-22,32.781048,104.247525,D,Bedding,140,66,2407.536648
5-15-19-22,32.780738,104.248045,D,Bedding,121,61,2330.473415
5-15-19-22,32.780591,104.248132,Fault,Fault,341,70,2308.691433
5-15-19-22,32.780673,104.248026,Fault,Fault,327,67,2310.257351
5-15-19-22,32.780653,104.248152,Fault,Fault,333,67,2314.737576
5-15-19-22,32.780642,104.248189,Fault,Fault,322,49,2314.452908
5-15-19-22,32.780647,104.248122,Fault,Fault,328,69,2308.732449
5-15-19-22,32.780444,104.248272,Fault,Fault,135,88,2314.025417
5-15-19-22,32.780382,104.248393,Fault,Fault,142,81,2314.87698
5-15-19-22,32.780302,104.248524,Fault,Fault,323,89,2314.399197
5-15-19-22,32.780733,104.247868,D,Bedding,156,77,2321.631618
5-15-19-22,32.77979,104.248635,Fault,Fault,293,45,2297.396023
5-15-19-22,32.779818,104.248591,D,Bedding,303,57,2311.383327
5-15-19-22,32.776309,104.251389,S,Foliation,318,68,2263.922634
5-15-19-22,32.776325,104.251389,S,Foliation,314,66,2264.433376
5-15-19-23,32.78293,104.223264,D,Bedding,163,43,2319.47068
5-15-19-23,32.782939,104.223271,D,Bedding,172,40,2319.159038
5-15-19-23,32.783491,104.230629,D,Bedding,332,74,2330.581814
5-15-19-23,32.78331,104.230497,D,Bedding,316,86,2325.681423
5-15-19-23,32.783318,104.230518,Fault,Fault,175,72,2321.948269
5-15-19-23,32.783318,104.230518,Fault,Fault,170,71,2321.948269
5-15-19-23,32.783361,104.230519,Fault,Fault,75,79,2322.531765
5-15-19-23,32.783395,104.230514,Fault,Fault,104,67,2323.772243
5-15-19-23,32.783395,104.230514,Fault,Fault,76,73,2323.772243
5-15-19-23,32.783383,104.230548,Fault,Fault,227,80,2322.738308
5-15-19-23,32.783365,104.230545,Fault,Fault,46,79,2323.553493
5-15-19-23,32.783336,104.230556,Fault,Fault,57,62,2324.17532
5-15-19-23,32.78336,104.230585,Fault,Fault,137,54,2326.909451
5-15-19-23,32.783351,104.230627,Fault,Fault,156,60,2328.170437
5-15-19-23,32.783351,104.230627,Fault,Fault,312,89,2328.170437
5-15-19-23,32.783346,104.230657,Fault,Fault,144,81,2335.704372
5-15-19-23,32.783367,104.230673,Fault,Fault,319,85,2325.206326
5-15-19-23,32.783367,104.230673,Fault,Fault,135,69,2325.206326
5-15-19-23,32.783367,104.230673,Fault,Fault,138,64,2325.206326
5-15-19-23,32.783357,104.230831,Fault,Fault,142,67,2318.208279
5-15-19-23,32.783384,104.230652,Fault,Fault,147,64,2330.938015
5-15-19-23,32.783301,104.230866,Fault,Fault,143,52,2319.075222
5-15-19-23,32.783271,104.23083,Fault,Fault,144,63,2314.27029
5-15-19-23,32.783383,104.230598,Fault,Fault,136,58,2327.14407
5-15-19-23,32.783323,104.230475,Fault,Fault,81,79,2316.623562
5-16-19-1,32.882493,104.179829,D,Bedding,334,89,2494.714199
5-16-19-1,32.880073,104.176868,D,Bedding,321,19,2472.703074
5-16-19-1,32.880075,104.176876,D,Bedding,347,25,2472.330003
5-16-19-1,32.881706,104.176,D,Bedding,147,77,2373.096656
5-16-19-1,32.881775,104.176042,D,Bedding,150,76,2381.798672
5-16-19-1,32.881872,104.176019,D,Bedding,154,73,2381.980556
5-16-19-2,32.825126,104.204885,D,Bedding,6,20,2296.519001
5-16-19-2,32.825146,104.204901,Fault,Fault,164,89,2296.166218
5-16-19-2,32.825148,104.204871,Fault,Fault,327,89,2299.966267
5-16-19-2,32.825114,104.204875,Fault,Fault,354,86,2299.702595
5-16-19-2,32.825182,104.204868,Fault,Fault,173,63,2296.614216
5-16-19-2,32.825172,104.204873,Fault,Fault,337,81,2297.821735
5-16-19-2,32.825139,104.204814,Fault,Fault,330,89,2304.535603
5-16-19-2,32.825139,104.204814,Fault,Fault,137,86,2304.535603
5-16-19-2,32.825112,104.204826,Fault,Fault,135,88,2303.577106
5-16-19-2,32.825106,104.204821,D,Bedding,42,50,2311.518024
5-16-19-2,32.825087,104.204782,Fault,Fault,144,86,2300.593952
5-16-19-2,32.825078,104.204753,Fault,Fault,327,88,2299.289997
5-16-19-2,32.825144,104.204902,D,Bedding,47,45,2297.529743
5-16-19-2,32.826382,104.202633,D,Foliation,340,89,2289.498982
5-16-19-2,32.826405,104.202583,D,Foliation,161,87,2287.650715
5-16-19-3,32.80658,104.214193,D,Bedding,310,56,2292.077106
5-16-19-3,32.806648,104.214187,D,Bedding,304,61,2294.253676
5-16-19-3,32.806519,104.214111,D,Bedding,285,30,2295.317732
5-16-19-3,32.809533,104.211343,Fault,Fault,269,84,2299.9128
5-16-19-3,32.809512,104.211335,Fault,Fault,266,86,2300.20406
5-16-19-3,32.809527,104.211335,Fault,Fault,262,88,2298.918659
5-16-19-3,32.809527,104.211335,Fault,Fault,261,86,2298.918659
5-16-19-3,32.809526,104.211333,Fault,Fault,83,89,2298.368366
5-16-19-3,32.809506,104.211325,Fault,Fault,4,81,2297.431599
5-16-19-3,32.809457,104.211213,Fault,Fault,217,89,2293.665485
5-16-19-3,32.809522,104.2114,Fault,Fault,66,88,2303.76656
5-16-19-3,32.809569,104.2114,Fault,Fault,262,79,2304.753864
5-16-19-3,32.809795,104.211325,Fault,Fault,84,84,2307.909138
5-16-19-3,32.809925,104.211309,Fault,Fault,87,82,2299.754108
5-16-19-3,32.809639,104.211547,D,Bedding,102,84,2299.330769
5-16-19-3,32.809583,104.211492,Fault,Fault,66,79,2312.92281
5-16-19-3,32.809583,104.211492,Fault,Fault,113,77,2312.92281
5-16-19-3,32.809583,104.211492,Fault,Fault,86,80,2312.92281
5-16-19-3,32.809424,104.211119,D,Bedding,322,86,2304.062458
5-16-19-3,32.809445,104.211119,D,Bedding,318,84,2305.763874
5-16-19-3,32.809464,104.211211,Fault,Fault,179,82,2296.050536
5-16-19-3,32.809508,104.211258,Fault,Fault,18,89,2296.131306
5-16-19-3,32.809488,104.211039,Fault,Fault,218,77,2294.937946
5-16-19-3,32.809158,104.210954,D,Bedding,324,27,2305.839631
5-16-19-3,32.8092,104.210997,D,Bedding,209,50,2304.602497
5-16-19-4,32.801739,104.21428,D,Bedding,330,78,2313.558308
5-16-19-4,32.801781,104.214248,D,Bedding,334,84,2314.198689
5-16-19-4,32.803454,104.214529,D,Bedding,328,60,2310.7607
5-16-19-5,32.799512,104.214099,D,Bedding,1,55,2310.077419
5-16-19-5,32.799661,104.213862,D,Bedding,344,32,2309.749564
5-16-19-5,32.799685,104.213834,D,Bedding,336,17,2313.712033
5-16-19-5,32.799758,104.213891,Fault,Fault,8,81,2315.15299
5-16-19-5,32.799941,104.213628,D,Bedding,342,27,2307.776478
5-16-19-5,32.799944,104.213608,D,Bedding,345,46,2307.016611
5-16-19-5,32.799976,104.213627,D,Bedding,326,46,2308.729144
5-16-19-5,32.799951,104.213588,Fault,Fault,196,74,2309.76778
5-16-19-5,32.799946,104.213584,Fault,Fault,202,80,2312.306599
5-16-19-5,32.800146,104.213479,Fault,Fault,194,63,2311.656715
5-16-19-5,32.800105,104.213457,Fault,Fault,180,73,2306.707966
5-16-19-5,32.800171,104.213504,Fault,Fault,194,56,2309.563177
5-16-19-5,32.800171,104.213504,Fault,Fault,175,62,2309.563177
5-16-19-5,32.80017,104.213514,Fault,Fault,168,73,2307.216666
5-16-19-5,32.80017,104.213514,Fault,Fault,169,70,2307.216666
5-16-19-5,32.800132,104.213547,Fault,Fault,202,64,2305.756303
5-16-19-5,32.80008,104.213538,Fault,Fault,207,78,2312.700642
5-16-19-5,32.80008,104.213538,Fault,Fault,199,69,2312.700642
5-16-19-5,32.80008,104.213538,Fault,Fault,198,70,2312.700642
5-16-19-5,32.800102,104.213587,Fault,Fault,160,67,2319.591999
5-16-19-5,32.800102,104.213587,Fault,Fault,129,63,2319.591999
5-16-19-5,32.800102,104.213587,Fault,Fault,123,60,2319.591999
5-16-19-5,32.800132,104.213623,Fault,Fault,192,61,2334.481892
5-16-19-5,32.800151,104.213606,Fault,Fault,192,60,2302.593952
5-16-19-5,32.800151,104.213606,Fault,Fault,189,82,2302.593952
5-16-19-5,32.800151,104.213606,Fault,Fault,192,83,2302.593952
5-16-19-5,32.800151,104.213606,Fault,Fault,193,81,2302.593952
5-16-19-5,32.800151,104.213606,Fault,Fault,192,79,2302.593952
5-16-19-5,32.800151,104.213606,Fault,Fault,187,83,2302.593952
5-16-19-6,32.792288,104.216584,D,Bedding,352,41,2350.486956
5-16-19-6,32.792236,104.216601,D,Bedding,298,37,2344.320827
5-16-19-6,32.792375,104.216714,D,Bedding,339,27,2341.426111
5-16-19-6,32.794633,104.215905,D,Bedding,280,82,2311.982204
5-16-19-6,32.795046,104.21625,D,Bedding,287,63,2334.846218
5-16-19-6,32.7955,104.215949,Fault,Fault,256,67,2311.887478
5-16-19-6,32.795485,104.215966,Fault,Fault,264,78,2309.320095
5-16-19-6,32.795487,104.215908,D,Bedding,235,61,2324.817654
5-16-19-6,32.795527,104.215712,Fault,Fault,171,77,2315.348415
5-16-19-6,32.795502,104.215657,D,Bedding,242,58,2323.725368
5-16-19-7,32.837325,104.187766,D,Bedding,147,86,2289.921046
5-16-19-7,32.837324,104.187763,D,Bedding,149,86,2289.300761
5-16-19-7,32.837324,104.187763,D,Bedding,143,84,2289.140597
5-16-19-7,32.835187,104.182094,D,Bedding,140,79,2311.230312
5-16-19-7,32.835111,104.182067,Fault,Fault,294,84,2307.572395
5-16-19-7,32.835108,104.182066,Fault,Fault,305,79,2308.793011
5-16-19-7,32.83512,104.182076,Fault,Fault,293,82,2307.296947
5-16-19-7,32.835135,104.182039,D,Bedding,147,77,2305.65292
5-16-19-7,32.832673,104.176206,D,Bedding,338,87,2347.39706
5-16-19-7,32.83253,104.176252,Fault,Fault,331,86,2330.354092
5-16-19-7,32.832628,104.176196,D,Bedding,330,83,2352.984691
5-16-19-8,32.829155,104.16927,Fault,Fault,63,84,2394.349941
5-16-19-8,32.829139,104.169368,Fault,Fault,69,83,2404.92123
5-16-19-8,32.828705,104.169037,D,Bedding,355,38,2424.73666
5-16-19-8,32.828645,104.169102,D,Bedding,5,37,2432.633633
5-16-19-8,32.828529,104.169171,D,Bedding,325,57,2429.451748
5-16-19-9,32.851201,104.186741,D,Bedding,8,22,2319.299406
5-16-19-9,32.851209,104.186736,Fault,Fault,182,70,2319.974057
5-16-19-9,32.851214,104.186711,Fault,Fault,164,72,2321.193041
5-16-19-9,32.851224,104.186689,Fault,Fault,174,69,2322.66632
5-16-19-9,32.851242,104.186621,D,Bedding,311,45,2320.404559
5-16-19-9,32.851242,104.186621,D,Bedding,318,47,2320.404559
5-16-19-9,32.851229,104.186618,Fault,Fault,162,78,2331.285244
5-16-19-9,32.851225,104.186644,Fault,Fault,156,82,2330.448818
5-16-19-9,32.851234,104.186658,Fault,Fault,153,84,2327.988369
5-16-19-9,32.851195,104.186632,Fault,Fault,163,82,2325.501308
5-16-19-9,32.851224,104.186698,Fault,Fault,352,85,2319.775967
5-16-19-9,32.851237,104.186724,Fault,Fault,166,77,2317.537197
5-16-19-9,32.851241,104.186739,Fault,Fault,160,76,2317.93539
5-16-19-9,32.851247,104.186763,Fault,Fault,155,74,2339.900234
5-16-19-9,32.851322,104.186577,D,Bedding,12,65,2308.688076
5-16-19-9,32.851331,104.18659,D,Bedding,357,67,2314.509609
5-16-19-10,32.876659,104.177391,D,Bedding,333,52,2467.812344
5-16-19-10,32.876659,104.177391,D,Bedding,328,54,2467.812344
5-16-19-10,32.873435,104.177099,Fault,Fault,171,71,2458.781094
5-16-19-10,32.873434,104.177123,Fault,Fault,160,54,2461.36459
5-16-19-10,32.87351,104.177056,Fault,Fault,165,61,2458.567715
5-16-19-10,32.873719,104.177063,D,Bedding,319,23,2457.674648
5-16-19-10,32.873281,104.177765,Fault,Fault,119,76,2459.699795
5-16-19-10,32.87327,104.177768,Fault,Fault,112,71,2458.25375
5-16-19-10,32.873333,104.177766,D,Bedding,331,32,2456.415127
5-16-19-10,32.873375,104.177778,Fault,Fault,129,67,2466.655849
